day hour dtsum  rainrate node    sso       ss         u        bw        fl      ak        d

117 19     0.0 0.000E+00  89 0.791E-02 0.776E-02 -.284E-03 0.343E+03   0.092 0.609E+03 0.405E-02

117 19     0.0 0.000E+00  88 0.995E-02 0.962E-02 -.210E-03 0.458E+03   0.057 0.236E+03 0.403E-02

117 19   380.5 0.000E+00  95 0.759E-02 0.732E-02 -.108E-03 0.282E+03   0.123 0.276E+03 0.212E-02

117 19   380.5 0.000E+00  94 0.892E-02 0.864E-02 -.144E-03 0.306E+03   0.111 0.223E+03 0.210E-02

117 19   380.5 0.000E+00  93 0.983E-02 0.958E-02 -.189E-03 0.311E+03   0.111 0.215E+03 0.210E-02

117 19   380.5 0.000E+00  92 0.116E-01 0.113E-01 -.233E-03 0.346E+03   0.097 0.161E+03 0.209E-02

117 19   380.5 0.000E+00  91 0.120E-01 0.118E-01 -.250E-03 0.352E+03   0.096 0.154E+03 0.209E-02

117 19   380.5 0.000E+00  90 0.806E-02 0.791E-02 -.260E-03 0.361E+03   0.085 0.526E+03 0.405E-02

117 19   380.5 0.000E+00  89 0.776E-02 0.761E-02 -.268E-03 0.343E+03   0.091 0.609E+03 0.405E-02

117 19   380.5 0.000E+00  88 0.969E-02 0.939E-02 -.194E-03 0.459E+03   0.057 0.234E+03 0.403E-02

117 19   760.9 0.000E+00  95 0.731E-02 0.688E-02 -.895E-04 0.282E+03   0.122 0.275E+03 0.212E-02

117 19   760.9 0.000E+00  94 0.863E-02 0.819E-02 -.123E-03 0.306E+03   0.111 0.224E+03 0.210E-02

117 19   760.9 0.000E+00  93 0.958E-02 0.917E-02 -.166E-03 0.311E+03   0.111 0.216E+03 0.210E-02

117 19   760.9 0.000E+00  92 0.113E-01 0.109E-01 -.210E-03 0.345E+03   0.097 0.162E+03 0.209E-02

117 19   760.9 0.000E+00  91 0.118E-01 0.114E-01 -.228E-03 0.352E+03   0.095 0.154E+03 0.209E-02

117 19   760.9 0.000E+00  90 0.791E-02 0.767E-02 -.238E-03 0.361E+03   0.084 0.526E+03 0.405E-02

117 19   760.9 0.000E+00  89 0.761E-02 0.739E-02 -.246E-03 0.343E+03   0.091 0.609E+03 0.405E-02

117 19   760.9 0.000E+00  88 0.946E-02 0.900E-02 -.169E-03 0.459E+03   0.056 0.232E+03 0.403E-02

117 19  1331.6 0.000E+00  95 0.686E-02 0.645E-02 -.734E-04 0.282E+03   0.120 0.273E+03 0.212E-02

117 19  1331.6 0.000E+00  94 0.816E-02 0.777E-02 -.106E-03 0.304E+03   0.111 0.226E+03 0.210E-02

117 19  1331.6 0.000E+00  93 0.917E-02 0.882E-02 -.148E-03 0.310E+03   0.110 0.217E+03 0.210E-02

117 19  1331.6 0.000E+00  92 0.109E-01 0.106E-01 -.191E-03 0.345E+03   0.097 0.162E+03 0.209E-02

117 19  1331.6 0.000E+00  91 0.114E-01 0.111E-01 -.210E-03 0.352E+03   0.095 0.154E+03 0.209E-02

117 19  1331.6 0.000E+00  90 0.768E-02 0.748E-02 -.220E-03 0.360E+03   0.084 0.526E+03 0.405E-02

117 19  1331.6 0.000E+00  89 0.740E-02 0.722E-02 -.229E-03 0.342E+03   0.091 0.609E+03 0.405E-02

117 19  1331.6 0.000E+00  88 0.917E-02 0.881E-02 -.157E-03 0.460E+03   0.056 0.230E+03 0.403E-02

day hour dtsum  rainrate node    sso       ss         u        bw        fl      ak        d

117 20     0.0 0.000E+00  95 0.643E-02 0.571E-02 -.508E-04 0.283E+03   0.119 0.272E+03 0.212E-02

117 20     0.0 0.000E+00  94 0.775E-02 0.722E-02 -.856E-04 0.303E+03   0.110 0.227E+03 0.210E-02

117 20     0.0 0.000E+00  93 0.882E-02 0.839E-02 -.128E-03 0.309E+03   0.110 0.217E+03 0.210E-02

117 20     0.0 0.000E+00  92 0.106E-01 0.102E-01 -.171E-03 0.344E+03   0.096 0.162E+03 0.209E-02

117 20     0.0 0.000E+00  91 0.111E-01 0.108E-01 -.192E-03 0.352E+03   0.094 0.154E+03 0.209E-02

117 20     0.0 0.000E+00  90 0.748E-02 0.727E-02 -.202E-03 0.360E+03   0.084 0.526E+03 0.405E-02

117 20     0.0 0.000E+00  89 0.722E-02 0.703E-02 -.211E-03 0.342E+03   0.091 0.609E+03 0.405E-02

117 20     0.0 0.000E+00  88 0.891E-02 0.850E-02 -.140E-03 0.461E+03   0.055 0.228E+03 0.403E-02

117 20   468.4 0.000E+00  95 0.569E-02 0.445E-02 -.238E-04 0.283E+03   0.117 0.270E+03 0.212E-02

117 20   468.4 0.000E+00  94 0.719E-02 0.643E-02 -.608E-04 0.302E+03   0.110 0.228E+03 0.210E-02

117 20   468.4 0.000E+00  93 0.840E-02 0.785E-02 -.105E-03 0.309E+03   0.109 0.218E+03 0.210E-02

117 20   468.4 0.000E+00  92 0.102E-01 0.973E-02 -.150E-03 0.344E+03   0.096 0.163E+03 0.209E-02

117 20   468.4 0.000E+00  91 0.108E-01 0.104E-01 -.173E-03 0.351E+03   0.094 0.154E+03 0.209E-02

117 20   468.4 0.000E+00  90 0.728E-02 0.706E-02 -.185E-03 0.360E+03   0.083 0.526E+03 0.405E-02

117 20   468.4 0.000E+00  89 0.703E-02 0.683E-02 -.194E-03 0.342E+03   0.090 0.609E+03 0.405E-02

117 20   468.4 0.000E+00  88 0.859E-02 0.819E-02 -.124E-03 0.462E+03   0.055 0.226E+03 0.403E-02

117 20   936.8 0.000E+00  95 0.443E-02 0.102E-02 -.281E-06 0.283E+03   0.113 0.267E+03 0.212E-02

117 20   936.8 0.000E+00  94 0.637E-02 0.516E-02 -.315E-04 0.301E+03   0.108 0.229E+03 0.210E-02

117 20   936.8 0.000E+00  93 0.786E-02 0.690E-02 -.719E-04 0.308E+03   0.108 0.219E+03 0.210E-02

117 20   936.8 0.000E+00  92 0.974E-02 0.893E-02 -.116E-03 0.344E+03   0.095 0.163E+03 0.209E-02

117 20   936.8 0.000E+00  91 0.104E-01 0.977E-02 -.143E-03 0.351E+03   0.093 0.154E+03 0.209E-02

117 20   936.8 0.000E+00  90 0.706E-02 0.668E-02 -.157E-03 0.360E+03   0.083 0.526E+03 0.405E-02

117 20   936.8 0.000E+00  89 0.684E-02 0.651E-02 -.168E-03 0.342E+03   0.090 0.608E+03 0.405E-02

117 20   936.8 0.000E+00  88 0.827E-02 0.756E-02 -.970E-04 0.463E+03   0.054 0.224E+03 0.403E-02

117 20  1639.4 0.000E+00  95 0.987E-03 -.155E-03 0.000E+00 0.283E+03   0.105 0.262E+03 0.212E-02

117 20  1639.4 0.000E+00  94 0.496E-02 0.469E-02 -.238E-04 0.300E+03   0.106 0.230E+03 0.210E-02

117 20  1639.4 0.000E+00  93 0.693E-02 0.670E-02 -.658E-04 0.307E+03   0.106 0.219E+03 0.210E-02

117 20  1639.4 0.000E+00  92 0.895E-02 0.876E-02 -.109E-03 0.343E+03   0.094 0.163E+03 0.209E-02

117 20  1639.4 0.000E+00  91 0.978E-02 0.963E-02 -.137E-03 0.351E+03   0.092 0.154E+03 0.209E-02

117 20  1639.4 0.000E+00  90 0.668E-02 0.659E-02 -.151E-03 0.360E+03   0.083 0.526E+03 0.405E-02

117 20  1639.4 0.000E+00  89 0.651E-02 0.643E-02 -.162E-03 0.342E+03   0.089 0.608E+03 0.405E-02

117 20  1639.4 0.000E+00  88 0.781E-02 0.766E-02 -.996E-04 0.465E+03   0.053 0.221E+03 0.403E-02

day hour dtsum  rainrate node    sso       ss         u        bw        fl      ak        d

117 20     0.0 0.000E+00  94 0.469E-02 0.448E-02 -.207E-04 0.300E+03   0.105 0.231E+03 0.210E-02

117 20     0.0 0.000E+00  93 0.670E-02 0.647E-02 -.592E-04 0.307E+03   0.106 0.219E+03 0.210E-02

117 20     0.0 0.000E+00  92 0.876E-02 0.856E-02 -.102E-03 0.343E+03   0.093 0.163E+03 0.209E-02

117 20     0.0 0.000E+00  91 0.963E-02 0.947E-02 -.130E-03 0.351E+03   0.092 0.154E+03 0.209E-02

117 20     0.0 0.000E+00  90 0.659E-02 0.650E-02 -.144E-03 0.360E+03   0.082 0.526E+03 0.405E-02

117 20     0.0 0.000E+00  89 0.643E-02 0.635E-02 -.156E-03 0.342E+03   0.089 0.608E+03 0.405E-02

117 20     0.0 0.000E+00  88 0.767E-02 0.750E-02 -.929E-04 0.465E+03   0.053 0.221E+03 0.403E-02

117 20   160.6 0.000E+00  94 0.448E-02 0.430E-02 -.184E-04 0.299E+03   0.105 0.231E+03 0.210E-02

117 20   160.6 0.000E+00  93 0.646E-02 0.626E-02 -.537E-04 0.307E+03   0.105 0.219E+03 0.210E-02

117 20   160.6 0.000E+00  92 0.856E-02 0.837E-02 -.956E-04 0.343E+03   0.093 0.163E+03 0.209E-02

117 20   160.6 0.000E+00  91 0.947E-02 0.931E-02 -.124E-03 0.351E+03   0.091 0.154E+03 0.209E-02

117 20   160.6 0.000E+00  90 0.650E-02 0.640E-02 -.138E-03 0.360E+03   0.082 0.526E+03 0.405E-02

117 20   160.6 0.000E+00  89 0.635E-02 0.627E-02 -.150E-03 0.342E+03   0.089 0.608E+03 0.405E-02

117 20   160.6 0.000E+00  88 0.750E-02 0.733E-02 -.867E-04 0.465E+03   0.053 0.220E+03 0.403E-02

117 20   321.2 0.000E+00  94 0.430E-02 0.409E-02 -.158E-04 0.299E+03   0.104 0.231E+03 0.210E-02

117 20   321.2 0.000E+00  93 0.626E-02 0.598E-02 -.469E-04 0.307E+03   0.105 0.219E+03 0.210E-02

117 20   321.2 0.000E+00  92 0.837E-02 0.809E-02 -.864E-04 0.343E+03   0.093 0.163E+03 0.209E-02

117 20   321.2 0.000E+00  91 0.931E-02 0.907E-02 -.115E-03 0.350E+03   0.091 0.154E+03 0.209E-02

117 20   321.2 0.000E+00  90 0.640E-02 0.626E-02 -.129E-03 0.360E+03   0.082 0.526E+03 0.405E-02

117 20   321.2 0.000E+00  89 0.627E-02 0.614E-02 -.141E-03 0.342E+03   0.089 0.608E+03 0.405E-02

117 20   321.2 0.000E+00  88 0.734E-02 0.708E-02 -.779E-04 0.465E+03   0.052 0.219E+03 0.403E-02

117 20   562.1 0.000E+00  94 0.409E-02 0.391E-02 -.138E-04 0.299E+03   0.104 0.231E+03 0.210E-02

117 20   562.1 0.000E+00  93 0.598E-02 0.574E-02 -.415E-04 0.306E+03   0.105 0.219E+03 0.210E-02

117 20   562.1 0.000E+00  92 0.809E-02 0.783E-02 -.784E-04 0.342E+03   0.092 0.163E+03 0.209E-02

117 20   562.1 0.000E+00  91 0.907E-02 0.883E-02 -.106E-03 0.350E+03   0.091 0.154E+03 0.209E-02

117 20   562.1 0.000E+00  90 0.626E-02 0.611E-02 -.120E-03 0.360E+03   0.082 0.526E+03 0.405E-02

117 20   562.1 0.000E+00  89 0.614E-02 0.601E-02 -.132E-03 0.342E+03   0.089 0.608E+03 0.405E-02

117 20   562.1 0.000E+00  88 0.709E-02 0.684E-02 -.698E-04 0.466E+03   0.052 0.218E+03 0.403E-02

117 20   803.1 0.000E+00  94 0.391E-02 0.370E-02 -.117E-04 0.299E+03   0.104 0.231E+03 0.210E-02

117 20   803.1 0.000E+00  93 0.574E-02 0.544E-02 -.353E-04 0.306E+03   0.104 0.220E+03 0.210E-02

117 20   803.1 0.000E+00  92 0.783E-02 0.748E-02 -.683E-04 0.342E+03   0.092 0.163E+03 0.209E-02

117 20   803.1 0.000E+00  91 0.883E-02 0.849E-02 -.941E-04 0.350E+03   0.090 0.154E+03 0.209E-02

117 20   803.1 0.000E+00  90 0.611E-02 0.590E-02 -.108E-03 0.359E+03   0.082 0.526E+03 0.405E-02

117 20   803.1 0.000E+00  89 0.601E-02 0.582E-02 -.120E-03 0.342E+03   0.088 0.608E+03 0.405E-02

117 20   803.1 0.000E+00  88 0.685E-02 0.644E-02 -.582E-04 0.466E+03   0.052 0.217E+03 0.403E-02

117 20  1164.4 0.000E+00  94 0.369E-02 0.351E-02 -.100E-04 0.298E+03   0.103 0.232E+03 0.210E-02

117 20  1164.4 0.000E+00  93 0.543E-02 0.518E-02 -.305E-04 0.306E+03   0.104 0.220E+03 0.210E-02

117 20  1164.4 0.000E+00  92 0.748E-02 0.716E-02 -.600E-04 0.342E+03   0.091 0.163E+03 0.209E-02

117 20  1164.4 0.000E+00  91 0.849E-02 0.818E-02 -.839E-04 0.350E+03   0.090 0.154E+03 0.209E-02

117 20  1164.4 0.000E+00  90 0.590E-02 0.569E-02 -.969E-04 0.359E+03   0.081 0.526E+03 0.405E-02

117 20  1164.4 0.000E+00  89 0.582E-02 0.563E-02 -.109E-03 0.342E+03   0.088 0.608E+03 0.405E-02

117 20  1164.4 0.000E+00  88 0.647E-02 0.606E-02 -.481E-04 0.467E+03   0.051 0.216E+03 0.403E-02

117 20  1525.8 0.000E+00  94 0.351E-02 0.339E-02 -.899E-05 0.298E+03   0.103 0.232E+03 0.210E-02

117 20  1525.8 0.000E+00  93 0.518E-02 0.501E-02 -.276E-04 0.306E+03   0.103 0.220E+03 0.210E-02

117 20  1525.8 0.000E+00  92 0.716E-02 0.695E-02 -.547E-04 0.342E+03   0.091 0.163E+03 0.209E-02

117 20  1525.8 0.000E+00  91 0.818E-02 0.795E-02 -.772E-04 0.350E+03   0.089 0.154E+03 0.209E-02

117 20  1525.8 0.000E+00  90 0.569E-02 0.554E-02 -.896E-04 0.359E+03   0.081 0.526E+03 0.405E-02

117 20  1525.8 0.000E+00  89 0.563E-02 0.549E-02 -.101E-03 0.341E+03   0.088 0.608E+03 0.405E-02

117 20  1525.8 0.000E+00  88 0.608E-02 0.577E-02 -.412E-04 0.467E+03   0.051 0.215E+03 0.403E-02

day hour dtsum  rainrate node    sso       ss         u        bw        fl      ak        d

117 21     0.0 0.000E+00  94 0.338E-02 0.326E-02 -.803E-05 0.298E+03   0.103 0.232E+03 0.210E-02

117 21     0.0 0.000E+00  93 0.501E-02 0.485E-02 -.251E-04 0.306E+03   0.103 0.220E+03 0.210E-02

117 21     0.0 0.000E+00  92 0.695E-02 0.674E-02 -.501E-04 0.341E+03   0.090 0.163E+03 0.209E-02

117 21     0.0 0.000E+00  91 0.795E-02 0.774E-02 -.712E-04 0.350E+03   0.089 0.154E+03 0.209E-02

117 21     0.0 0.000E+00  90 0.554E-02 0.540E-02 -.829E-04 0.359E+03   0.081 0.526E+03 0.405E-02

117 21     0.0 0.000E+00  89 0.549E-02 0.536E-02 -.936E-04 0.341E+03   0.088 0.608E+03 0.405E-02

117 21     0.0 0.000E+00  88 0.578E-02 0.545E-02 -.347E-04 0.468E+03   0.050 0.214E+03 0.403E-02

117 21   274.2 0.000E+00  94 0.325E-02 0.312E-02 -.708E-05 0.298E+03   0.103 0.232E+03 0.210E-02

117 21   274.2 0.000E+00  93 0.485E-02 0.470E-02 -.228E-04 0.305E+03   0.103 0.220E+03 0.210E-02

117 21   274.2 0.000E+00  92 0.674E-02 0.655E-02 -.460E-04 0.341E+03   0.090 0.163E+03 0.209E-02

117 21   274.2 0.000E+00  91 0.774E-02 0.754E-02 -.659E-04 0.350E+03   0.089 0.154E+03 0.209E-02

117 21   274.2 0.000E+00  90 0.540E-02 0.527E-02 -.770E-04 0.359E+03   0.081 0.526E+03 0.405E-02

117 21   274.2 0.000E+00  89 0.536E-02 0.523E-02 -.871E-04 0.341E+03   0.087 0.608E+03 0.405E-02

117 21   274.2 0.000E+00  88 0.546E-02 0.513E-02 -.288E-04 0.468E+03   0.050 0.213E+03 0.403E-02

117 21   548.4 0.000E+00  94 0.312E-02 0.290E-02 -.567E-05 0.298E+03   0.102 0.232E+03 0.210E-02

117 21   548.4 0.000E+00  93 0.470E-02 0.448E-02 -.197E-04 0.305E+03   0.102 0.220E+03 0.210E-02

117 21   548.4 0.000E+00  92 0.655E-02 0.628E-02 -.406E-04 0.341E+03   0.090 0.164E+03 0.209E-02

117 21   548.4 0.000E+00  91 0.754E-02 0.726E-02 -.589E-04 0.349E+03   0.088 0.154E+03 0.209E-02

117 21   548.4 0.000E+00  90 0.527E-02 0.508E-02 -.691E-04 0.359E+03   0.080 0.526E+03 0.405E-02

117 21   548.4 0.000E+00  89 0.523E-02 0.505E-02 -.784E-04 0.341E+03   0.087 0.608E+03 0.405E-02

117 21   548.4 0.000E+00  88 0.514E-02 0.463E-02 -.210E-04 0.469E+03   0.049 0.212E+03 0.403E-02

117 21   959.7 0.000E+00  94 0.287E-02 0.256E-02 -.391E-05 0.297E+03   0.102 0.232E+03 0.210E-02

117 21   959.7 0.000E+00  93 0.447E-02 0.425E-02 -.170E-04 0.305E+03   0.102 0.220E+03 0.210E-02

117 21   959.7 0.000E+00  92 0.628E-02 0.603E-02 -.359E-04 0.341E+03   0.089 0.164E+03 0.209E-02

117 21   959.7 0.000E+00  91 0.726E-02 0.701E-02 -.528E-04 0.349E+03   0.088 0.154E+03 0.209E-02

117 21   959.7 0.000E+00  90 0.508E-02 0.491E-02 -.623E-04 0.359E+03   0.080 0.526E+03 0.405E-02

117 21   959.7 0.000E+00  89 0.505E-02 0.489E-02 -.710E-04 0.341E+03   0.087 0.608E+03 0.405E-02

117 21   959.7 0.000E+00  88 0.465E-02 0.413E-02 -.148E-04 0.469E+03   0.049 0.210E+03 0.403E-02

117 21   959.7 0.000E+00  94 0.287E-02 0.287E-02 -.551E-05 0.297E+03   0.102 0.232E+03 0.210E-02

117 21   959.7 0.000E+00  93 0.447E-02 0.447E-02 -.197E-04 0.305E+03   0.102 0.220E+03 0.210E-02

117 21   959.7 0.000E+00  92 0.628E-02 0.628E-02 -.406E-04 0.341E+03   0.089 0.164E+03 0.209E-02

117 21   959.7 0.000E+00  91 0.726E-02 0.726E-02 -.589E-04 0.349E+03   0.088 0.154E+03 0.209E-02

117 21   959.7 0.000E+00  90 0.508E-02 0.508E-02 -.691E-04 0.359E+03   0.080 0.526E+03 0.405E-02

117 21   959.7 0.000E+00  89 0.505E-02 0.505E-02 -.784E-04 0.341E+03   0.087 0.608E+03 0.405E-02

117 21   959.7 0.000E+00  88 0.465E-02 0.465E-02 -.211E-04 0.470E+03   0.049 0.210E+03 0.403E-02

117 21   959.8 0.000E+00  94 0.287E-02 0.287E-02 -.551E-05 0.297E+03   0.102 0.232E+03 0.210E-02

117 21   959.8 0.000E+00  93 0.447E-02 0.447E-02 -.197E-04 0.305E+03   0.102 0.220E+03 0.210E-02

117 21   959.8 0.000E+00  92 0.628E-02 0.628E-02 -.406E-04 0.341E+03   0.089 0.164E+03 0.209E-02

117 21   959.8 0.000E+00  91 0.726E-02 0.726E-02 -.589E-04 0.349E+03   0.088 0.154E+03 0.209E-02

117 21   959.8 0.000E+00  90 0.508E-02 0.508E-02 -.691E-04 0.359E+03   0.080 0.526E+03 0.405E-02

117 21   959.8 0.000E+00  89 0.505E-02 0.505E-02 -.784E-04 0.341E+03   0.087 0.608E+03 0.405E-02

117 21   959.8 0.000E+00  88 0.465E-02 0.465E-02 -.211E-04 0.469E+03   0.049 0.210E+03 0.403E-02

117 21   960.0 0.000E+00  94 0.287E-02 0.287E-02 -.551E-05 0.297E+03   0.102 0.232E+03 0.210E-02

117 21   960.0 0.000E+00  93 0.447E-02 0.447E-02 -.197E-04 0.305E+03   0.102 0.220E+03 0.210E-02

117 21   960.0 0.000E+00  92 0.628E-02 0.628E-02 -.406E-04 0.341E+03   0.089 0.164E+03 0.209E-02

117 21   960.0 0.000E+00  91 0.726E-02 0.726E-02 -.589E-04 0.349E+03   0.088 0.154E+03 0.209E-02

117 21   960.0 0.000E+00  90 0.508E-02 0.508E-02 -.691E-04 0.359E+03   0.080 0.526E+03 0.405E-02

117 21   960.0 0.000E+00  89 0.505E-02 0.505E-02 -.784E-04 0.341E+03   0.087 0.608E+03 0.405E-02

117 21   960.0 0.000E+00  88 0.465E-02 0.465E-02 -.211E-04 0.469E+03   0.049 0.210E+03 0.403E-02

117 21   960.1 0.000E+00  94 0.287E-02 0.287E-02 -.551E-05 0.297E+03   0.102 0.232E+03 0.210E-02

117 21   960.1 0.000E+00  93 0.447E-02 0.447E-02 -.197E-04 0.305E+03   0.102 0.220E+03 0.210E-02

117 21   960.1 0.000E+00  92 0.628E-02 0.628E-02 -.406E-04 0.341E+03   0.089 0.164E+03 0.209E-02

117 21   960.1 0.000E+00  91 0.726E-02 0.726E-02 -.589E-04 0.349E+03   0.088 0.154E+03 0.209E-02

117 21   960.1 0.000E+00  90 0.508E-02 0.508E-02 -.691E-04 0.359E+03   0.080 0.526E+03 0.405E-02

117 21   960.1 0.000E+00  89 0.505E-02 0.505E-02 -.784E-04 0.341E+03   0.087 0.608E+03 0.405E-02

117 21   960.1 0.000E+00  88 0.465E-02 0.465E-02 -.211E-04 0.469E+03   0.049 0.210E+03 0.403E-02

117 21   960.3 0.000E+00  94 0.287E-02 0.287E-02 -.551E-05 0.297E+03   0.102 0.232E+03 0.210E-02

117 21   960.3 0.000E+00  93 0.447E-02 0.447E-02 -.197E-04 0.305E+03   0.102 0.220E+03 0.210E-02

117 21   960.3 0.000E+00  92 0.628E-02 0.628E-02 -.406E-04 0.341E+03   0.089 0.164E+03 0.209E-02

117 21   960.3 0.000E+00  91 0.726E-02 0.726E-02 -.588E-04 0.349E+03   0.088 0.154E+03 0.209E-02

117 21   960.3 0.000E+00  90 0.508E-02 0.508E-02 -.691E-04 0.359E+03   0.080 0.526E+03 0.405E-02

117 21   960.3 0.000E+00  89 0.505E-02 0.505E-02 -.784E-04 0.341E+03   0.087 0.608E+03 0.405E-02

117 21   960.3 0.000E+00  88 0.465E-02 0.465E-02 -.211E-04 0.469E+03   0.049 0.210E+03 0.403E-02

117 21   960.6 0.000E+00  94 0.287E-02 0.287E-02 -.551E-05 0.297E+03   0.102 0.232E+03 0.210E-02

117 21   960.6 0.000E+00  93 0.447E-02 0.447E-02 -.197E-04 0.305E+03   0.102 0.220E+03 0.210E-02

117 21   960.6 0.000E+00  92 0.628E-02 0.628E-02 -.406E-04 0.341E+03   0.089 0.164E+03 0.209E-02

117 21   960.6 0.000E+00  91 0.726E-02 0.726E-02 -.588E-04 0.349E+03   0.088 0.154E+03 0.209E-02

117 21   960.6 0.000E+00  90 0.508E-02 0.508E-02 -.691E-04 0.359E+03   0.080 0.526E+03 0.405E-02

117 21   960.6 0.000E+00  89 0.505E-02 0.505E-02 -.784E-04 0.341E+03   0.087 0.608E+03 0.405E-02

117 21   960.6 0.000E+00  88 0.465E-02 0.465E-02 -.211E-04 0.469E+03   0.049 0.210E+03 0.403E-02

117 21   960.9 0.000E+00  94 0.287E-02 0.287E-02 -.550E-05 0.297E+03   0.102 0.232E+03 0.210E-02

117 21   960.9 0.000E+00  93 0.447E-02 0.447E-02 -.197E-04 0.305E+03   0.102 0.220E+03 0.210E-02

117 21   960.9 0.000E+00  92 0.628E-02 0.628E-02 -.406E-04 0.341E+03   0.089 0.164E+03 0.209E-02

117 21   960.9 0.000E+00  91 0.726E-02 0.726E-02 -.588E-04 0.349E+03   0.088 0.154E+03 0.209E-02

117 21   960.9 0.000E+00  90 0.508E-02 0.508E-02 -.691E-04 0.359E+03   0.080 0.526E+03 0.405E-02

117 21   960.9 0.000E+00  89 0.505E-02 0.505E-02 -.784E-04 0.341E+03   0.087 0.608E+03 0.405E-02

117 21   960.9 0.000E+00  88 0.465E-02 0.465E-02 -.211E-04 0.469E+03   0.049 0.210E+03 0.403E-02

117 21   961.2 0.000E+00  94 0.287E-02 0.287E-02 -.550E-05 0.297E+03   0.102 0.232E+03 0.210E-02

117 21   961.2 0.000E+00  93 0.447E-02 0.447E-02 -.197E-04 0.305E+03   0.102 0.220E+03 0.210E-02

117 21   961.2 0.000E+00  92 0.628E-02 0.628E-02 -.406E-04 0.341E+03   0.089 0.164E+03 0.209E-02

117 21   961.2 0.000E+00  91 0.726E-02 0.726E-02 -.588E-04 0.349E+03   0.088 0.154E+03 0.209E-02

117 21   961.2 0.000E+00  90 0.508E-02 0.508E-02 -.691E-04 0.359E+03   0.080 0.526E+03 0.405E-02

117 21   961.2 0.000E+00  89 0.505E-02 0.505E-02 -.784E-04 0.341E+03   0.087 0.608E+03 0.405E-02

117 21   961.2 0.000E+00  88 0.465E-02 0.465E-02 -.211E-04 0.469E+03   0.049 0.210E+03 0.403E-02

117 21   961.7 0.000E+00  94 0.287E-02 0.287E-02 -.550E-05 0.297E+03   0.102 0.232E+03 0.210E-02

117 21   961.7 0.000E+00  93 0.447E-02 0.447E-02 -.197E-04 0.305E+03   0.102 0.220E+03 0.210E-02

117 21   961.7 0.000E+00  92 0.628E-02 0.628E-02 -.406E-04 0.341E+03   0.089 0.164E+03 0.209E-02

117 21   961.7 0.000E+00  91 0.726E-02 0.726E-02 -.588E-04 0.349E+03   0.088 0.154E+03 0.209E-02

117 21   961.7 0.000E+00  90 0.508E-02 0.508E-02 -.690E-04 0.359E+03   0.080 0.526E+03 0.405E-02

117 21   961.7 0.000E+00  89 0.505E-02 0.505E-02 -.784E-04 0.341E+03   0.087 0.608E+03 0.405E-02

117 21   961.7 0.000E+00  88 0.465E-02 0.465E-02 -.211E-04 0.469E+03   0.049 0.210E+03 0.403E-02

117 21   962.3 0.000E+00  94 0.287E-02 0.287E-02 -.550E-05 0.297E+03   0.102 0.232E+03 0.210E-02

117 21   962.3 0.000E+00  93 0.447E-02 0.447E-02 -.197E-04 0.305E+03   0.102 0.220E+03 0.210E-02

117 21   962.3 0.000E+00  92 0.628E-02 0.628E-02 -.406E-04 0.341E+03   0.089 0.164E+03 0.209E-02

117 21   962.3 0.000E+00  91 0.726E-02 0.726E-02 -.588E-04 0.349E+03   0.088 0.154E+03 0.209E-02

117 21   962.3 0.000E+00  90 0.508E-02 0.508E-02 -.690E-04 0.359E+03   0.080 0.526E+03 0.405E-02

117 21   962.3 0.000E+00  89 0.505E-02 0.505E-02 -.784E-04 0.341E+03   0.087 0.608E+03 0.405E-02

117 21   962.3 0.000E+00  88 0.465E-02 0.465E-02 -.211E-04 0.469E+03   0.049 0.210E+03 0.403E-02

117 21   963.0 0.000E+00  94 0.287E-02 0.287E-02 -.549E-05 0.297E+03   0.102 0.232E+03 0.210E-02

117 21   963.0 0.000E+00  93 0.447E-02 0.447E-02 -.197E-04 0.305E+03   0.102 0.220E+03 0.210E-02

117 21   963.0 0.000E+00  92 0.628E-02 0.628E-02 -.405E-04 0.341E+03   0.089 0.164E+03 0.209E-02

117 21   963.0 0.000E+00  91 0.726E-02 0.726E-02 -.588E-04 0.349E+03   0.088 0.154E+03 0.209E-02

117 21   963.0 0.000E+00  90 0.508E-02 0.508E-02 -.690E-04 0.359E+03   0.080 0.526E+03 0.405E-02

117 21   963.0 0.000E+00  89 0.505E-02 0.505E-02 -.784E-04 0.341E+03   0.087 0.608E+03 0.405E-02

117 21   963.0 0.000E+00  88 0.465E-02 0.465E-02 -.211E-04 0.469E+03   0.049 0.210E+03 0.403E-02

117 21   963.8 0.000E+00  94 0.287E-02 0.287E-02 -.549E-05 0.297E+03   0.102 0.232E+03 0.210E-02

117 21   963.8 0.000E+00  93 0.447E-02 0.447E-02 -.197E-04 0.305E+03   0.102 0.220E+03 0.210E-02

117 21   963.8 0.000E+00  92 0.628E-02 0.628E-02 -.405E-04 0.341E+03   0.089 0.164E+03 0.209E-02

117 21   963.8 0.000E+00  91 0.726E-02 0.726E-02 -.588E-04 0.349E+03   0.088 0.154E+03 0.209E-02

