day hour dtsum  rainrate node    sso       ss         u        bw        fl      ak        d

109 13   525.9 0.000E+00  96 0.138E-01 0.138E-01 -.125E-03 0.334E+03   0.108 0.478E+02 0.108E-02

109 13   526.6 0.000E+00  97 0.594E-02 0.593E-02 -.246E-04 0.223E+03   0.163 0.118E+03 0.110E-02

109 13   526.6 0.000E+00  96 0.138E-01 0.138E-01 -.125E-03 0.334E+03   0.108 0.478E+02 0.108E-02

109 13   527.4 0.000E+00  97 0.593E-02 0.592E-02 -.245E-04 0.223E+03   0.163 0.118E+03 0.110E-02

109 13   527.4 0.000E+00  96 0.138E-01 0.138E-01 -.126E-03 0.334E+03   0.108 0.479E+02 0.108E-02

109 13   528.5 0.000E+00  97 0.592E-02 0.591E-02 -.243E-04 0.223E+03   0.163 0.118E+03 0.110E-02

109 13   528.5 0.000E+00  96 0.138E-01 0.138E-01 -.126E-03 0.334E+03   0.108 0.479E+02 0.108E-02

109 13   529.7 0.000E+00  97 0.591E-02 0.590E-02 -.242E-04 0.223E+03   0.163 0.118E+03 0.110E-02

109 13   529.7 0.000E+00  96 0.138E-01 0.138E-01 -.126E-03 0.334E+03   0.108 0.479E+02 0.108E-02

109 13   531.4 0.000E+00  97 0.590E-02 0.588E-02 -.240E-04 0.223E+03   0.163 0.118E+03 0.110E-02

109 13   531.4 0.000E+00  96 0.138E-01 0.138E-01 -.126E-03 0.334E+03   0.108 0.479E+02 0.108E-02

109 13   533.1 0.000E+00  97 0.588E-02 0.586E-02 -.237E-04 0.223E+03   0.163 0.118E+03 0.110E-02

109 13   533.1 0.000E+00  96 0.138E-01 0.138E-01 -.126E-03 0.334E+03   0.108 0.479E+02 0.108E-02

109 13   535.7 0.000E+00  97 0.586E-02 0.584E-02 -.234E-04 0.223E+03   0.163 0.118E+03 0.110E-02

109 13   535.7 0.000E+00  96 0.138E-01 0.138E-01 -.126E-03 0.334E+03   0.108 0.479E+02 0.108E-02

109 13   538.2 0.000E+00  97 0.584E-02 0.580E-02 -.230E-04 0.223E+03   0.163 0.118E+03 0.110E-02

109 13   538.2 0.000E+00  96 0.138E-01 0.138E-01 -.126E-03 0.334E+03   0.108 0.479E+02 0.108E-02

109 13   542.1 0.000E+00  97 0.580E-02 0.576E-02 -.225E-04 0.223E+03   0.163 0.118E+03 0.110E-02

109 13   542.1 0.000E+00  96 0.138E-01 0.138E-01 -.126E-03 0.334E+03   0.108 0.479E+02 0.108E-02

109 13   545.9 0.000E+00  97 0.576E-02 0.570E-02 -.219E-04 0.223E+03   0.163 0.118E+03 0.110E-02

109 13   545.9 0.000E+00  96 0.138E-01 0.138E-01 -.126E-03 0.334E+03   0.108 0.479E+02 0.108E-02

109 13   551.7 0.000E+00  97 0.570E-02 0.564E-02 -.212E-04 0.223E+03   0.162 0.118E+03 0.110E-02

109 13   551.7 0.000E+00  96 0.138E-01 0.138E-01 -.126E-03 0.334E+03   0.108 0.479E+02 0.108E-02

109 13   557.4 0.000E+00  97 0.564E-02 0.555E-02 -.201E-04 0.223E+03   0.162 0.118E+03 0.110E-02

109 13   557.4 0.000E+00  96 0.138E-01 0.138E-01 -.127E-03 0.334E+03   0.108 0.479E+02 0.108E-02

109 13   566.1 0.000E+00  97 0.555E-02 0.545E-02 -.191E-04 0.223E+03   0.162 0.118E+03 0.110E-02

109 13   566.1 0.000E+00  96 0.138E-01 0.138E-01 -.127E-03 0.334E+03   0.108 0.479E+02 0.108E-02

109 13   574.7 0.000E+00  97 0.545E-02 0.530E-02 -.175E-04 0.223E+03   0.162 0.118E+03 0.110E-02

109 13   574.7 0.000E+00  96 0.138E-01 0.138E-01 -.127E-03 0.334E+03   0.108 0.479E+02 0.108E-02

109 13   587.7 0.000E+00  97 0.530E-02 0.514E-02 -.160E-04 0.223E+03   0.161 0.118E+03 0.110E-02

109 13   587.7 0.000E+00  96 0.138E-01 0.139E-01 -.127E-03 0.334E+03   0.108 0.479E+02 0.108E-02

109 13   600.7 0.000E+00  97 0.514E-02 0.491E-02 -.139E-04 0.223E+03   0.161 0.118E+03 0.110E-02

109 13   600.7 0.000E+00  96 0.139E-01 0.139E-01 -.128E-03 0.334E+03   0.108 0.480E+02 0.108E-02

109 13   620.2 0.000E+00  97 0.491E-02 0.468E-02 -.120E-04 0.223E+03   0.160 0.117E+03 0.110E-02

109 13   620.2 0.000E+00  96 0.139E-01 0.139E-01 -.128E-03 0.333E+03   0.108 0.480E+02 0.108E-02

109 13   639.6 0.000E+00  97 0.468E-02 0.434E-02 -.959E-05 0.223E+03   0.159 0.117E+03 0.110E-02

109 13   639.6 0.000E+00  96 0.139E-01 0.139E-01 -.128E-03 0.333E+03   0.108 0.480E+02 0.108E-02

109 13   668.8 0.000E+00  97 0.434E-02 0.401E-02 -.757E-05 0.223E+03   0.158 0.117E+03 0.110E-02

109 13   668.8 0.000E+00  96 0.139E-01 0.139E-01 -.129E-03 0.333E+03   0.108 0.481E+02 0.108E-02

109 13   698.0 0.000E+00  97 0.401E-02 0.355E-02 -.522E-05 0.223E+03   0.157 0.117E+03 0.110E-02

109 13   698.0 0.000E+00  96 0.139E-01 0.139E-01 -.129E-03 0.333E+03   0.108 0.481E+02 0.108E-02

109 13   741.8 0.000E+00  97 0.355E-02 0.311E-02 -.351E-05 0.223E+03   0.155 0.117E+03 0.110E-02

109 13   741.8 0.000E+00  96 0.139E-01 0.139E-01 -.129E-03 0.333E+03   0.108 0.482E+02 0.108E-02

109 13   785.6 0.000E+00  97 0.311E-02 0.249E-02 -.179E-05 0.222E+03   0.154 0.116E+03 0.110E-02

109 13   785.6 0.000E+00  96 0.139E-01 0.139E-01 -.129E-03 0.333E+03   0.108 0.483E+02 0.108E-02

109 13   851.3 0.000E+00  97 0.249E-02 0.190E-02 -.800E-06 0.222E+03   0.151 0.116E+03 0.110E-02

109 13   851.3 0.000E+00  96 0.139E-01 0.139E-01 -.129E-03 0.333E+03   0.108 0.484E+02 0.108E-02

109 13   917.0 0.000E+00  97 0.191E-02 0.107E-02 -.141E-06 0.222E+03   0.149 0.116E+03 0.110E-02

109 13   917.0 0.000E+00  96 0.139E-01 0.138E-01 -.128E-03 0.332E+03   0.109 0.485E+02 0.108E-02

109 13  1015.5 0.000E+00  97 0.108E-02 0.283E-03 -.260E-08 0.222E+03   0.146 0.115E+03 0.110E-02

109 13  1015.5 0.000E+00  96 0.138E-01 0.138E-01 -.128E-03 0.332E+03   0.109 0.487E+02 0.108E-02

109 13  1114.0 0.000E+00  97 0.298E-03 -.845E-03 0.000E+00 0.222E+03   0.144 0.115E+03 0.110E-02

109 13  1114.0 0.000E+00  96 0.138E-01 0.138E-01 -.127E-03 0.331E+03   0.109 0.488E+02 0.108E-02

109 13  1261.8 0.000E+00  96 0.138E-01 0.137E-01 -.127E-03 0.331E+03   0.109 0.491E+02 0.108E-02

109 13  1409.6 0.000E+00  96 0.137E-01 0.137E-01 -.127E-03 0.330E+03   0.109 0.493E+02 0.108E-02

109 13  1631.3 0.000E+00  96 0.137E-01 0.137E-01 -.127E-03 0.329E+03   0.110 0.497E+02 0.108E-02

day hour dtsum  rainrate node    sso       ss         u        bw        fl      ak        d

109 13     0.0 0.000E+00  96 0.137E-01 0.136E-01 -.127E-03 0.329E+03   0.110 0.500E+02 0.108E-02

109 13   168.7 0.000E+00  96 0.136E-01 0.136E-01 -.126E-03 0.328E+03   0.110 0.503E+02 0.108E-02

109 13   337.5 0.000E+00  96 0.136E-01 0.135E-01 -.124E-03 0.327E+03   0.111 0.506E+02 0.108E-02

109 13   590.6 0.000E+00  96 0.135E-01 0.134E-01 -.122E-03 0.326E+03   0.111 0.510E+02 0.108E-02

109 13   843.7 0.000E+00  96 0.134E-01 0.132E-01 -.118E-03 0.325E+03   0.111 0.514E+02 0.108E-02

109 13  1223.3 0.000E+00  96 0.132E-01 0.130E-01 -.113E-03 0.323E+03   0.112 0.520E+02 0.108E-02

109 13  1603.0 0.000E+00  96 0.130E-01 0.128E-01 -.111E-03 0.322E+03   0.112 0.526E+02 0.108E-02

day hour dtsum  rainrate node    sso       ss         u        bw        fl      ak        d

109 14     0.0 0.000E+00  96 0.128E-01 0.127E-01 -.109E-03 0.321E+03   0.112 0.529E+02 0.108E-02

109 14   197.0 0.000E+00  96 0.127E-01 0.126E-01 -.106E-03 0.321E+03   0.112 0.532E+02 0.108E-02

109 14   394.1 0.000E+00  96 0.126E-01 0.124E-01 -.102E-03 0.320E+03   0.112 0.535E+02 0.108E-02

109 14   689.7 0.000E+00  96 0.124E-01 0.122E-01 -.972E-04 0.319E+03   0.113 0.539E+02 0.108E-02

109 14   985.2 0.000E+00  96 0.122E-01 0.118E-01 -.896E-04 0.318E+03   0.113 0.543E+02 0.108E-02

109 14   985.2 0.000E+00  96 0.122E-01 0.122E-01 -.976E-04 0.317E+03   0.113 0.543E+02 0.108E-02

109 14   985.3 0.000E+00  96 0.122E-01 0.122E-01 -.976E-04 0.318E+03   0.113 0.543E+02 0.108E-02

109 14   985.4 0.000E+00  96 0.122E-01 0.122E-01 -.976E-04 0.318E+03   0.113 0.543E+02 0.108E-02

109 14   985.6 0.000E+00  96 0.122E-01 0.122E-01 -.976E-04 0.318E+03   0.113 0.543E+02 0.108E-02

109 14   985.7 0.000E+00  96 0.122E-01 0.122E-01 -.976E-04 0.318E+03   0.113 0.543E+02 0.108E-02

109 14   986.0 0.000E+00  96 0.122E-01 0.122E-01 -.976E-04 0.318E+03   0.113 0.543E+02 0.108E-02

109 14   986.2 0.000E+00  96 0.122E-01 0.122E-01 -.976E-04 0.318E+03   0.113 0.543E+02 0.108E-02

109 14   986.5 0.000E+00  96 0.122E-01 0.122E-01 -.976E-04 0.318E+03   0.113 0.543E+02 0.108E-02

109 14   986.9 0.000E+00  96 0.122E-01 0.122E-01 -.975E-04 0.318E+03   0.113 0.543E+02 0.108E-02

109 14   987.4 0.000E+00  96 0.122E-01 0.122E-01 -.975E-04 0.318E+03   0.113 0.543E+02 0.108E-02

109 14   987.9 0.000E+00  96 0.122E-01 0.122E-01 -.975E-04 0.318E+03   0.113 0.543E+02 0.108E-02

109 14   988.6 0.000E+00  96 0.122E-01 0.122E-01 -.975E-04 0.318E+03   0.113 0.543E+02 0.108E-02

109 14   989.4 0.000E+00  96 0.122E-01 0.122E-01 -.975E-04 0.318E+03   0.113 0.543E+02 0.108E-02

109 14   990.5 0.000E+00  96 0.122E-01 0.122E-01 -.974E-04 0.318E+03   0.113 0.543E+02 0.108E-02

109 14   991.7 0.000E+00  96 0.122E-01 0.122E-01 -.974E-04 0.318E+03   0.113 0.543E+02 0.108E-02

109 14   993.4 0.000E+00  96 0.122E-01 0.122E-01 -.974E-04 0.318E+03   0.113 0.543E+02 0.108E-02

109 14   995.1 0.000E+00  96 0.122E-01 0.121E-01 -.973E-04 0.318E+03   0.113 0.543E+02 0.108E-02

109 14   997.7 0.000E+00  96 0.121E-01 0.121E-01 -.972E-04 0.318E+03   0.113 0.543E+02 0.108E-02

109 14  1000.2 0.000E+00  96 0.121E-01 0.121E-01 -.971E-04 0.318E+03   0.113 0.543E+02 0.108E-02

109 14  1004.1 0.000E+00  96 0.121E-01 0.121E-01 -.971E-04 0.318E+03   0.113 0.543E+02 0.108E-02

109 14  1007.9 0.000E+00  96 0.121E-01 0.121E-01 -.969E-04 0.318E+03   0.113 0.543E+02 0.108E-02

109 14  1013.7 0.000E+00  96 0.121E-01 0.121E-01 -.968E-04 0.318E+03   0.113 0.543E+02 0.108E-02

109 14  1019.4 0.000E+00  96 0.121E-01 0.121E-01 -.965E-04 0.318E+03   0.113 0.543E+02 0.108E-02

109 14  1028.1 0.000E+00  96 0.121E-01 0.121E-01 -.963E-04 0.318E+03   0.113 0.543E+02 0.108E-02

109 14  1036.7 0.000E+00  96 0.121E-01 0.121E-01 -.959E-04 0.318E+03   0.113 0.543E+02 0.108E-02

109 14  1049.7 0.000E+00  96 0.121E-01 0.121E-01 -.955E-04 0.318E+03   0.113 0.543E+02 0.108E-02

109 14  1049.7 0.000E+00  96 0.121E-01 0.121E-01 -.959E-04 0.318E+03   0.113 0.543E+02 0.108E-02

109 14  1049.8 0.000E+00  96 0.121E-01 0.121E-01 -.959E-04 0.318E+03   0.113 0.543E+02 0.108E-02

109 14  1050.0 0.000E+00  96 0.121E-01 0.121E-01 -.959E-04 0.318E+03   0.113 0.543E+02 0.108E-02

109 14  1050.1 0.000E+00  96 0.121E-01 0.121E-01 -.959E-04 0.318E+03   0.113 0.543E+02 0.108E-02

109 14  1050.3 0.000E+00  96 0.121E-01 0.121E-01 -.959E-04 0.318E+03   0.113 0.543E+02 0.108E-02

109 14  1050.6 0.000E+00  96 0.121E-01 0.121E-01 -.959E-04 0.318E+03   0.113 0.543E+02 0.108E-02

109 14  1050.9 0.000E+00  96 0.121E-01 0.121E-01 -.959E-04 0.318E+03   0.113 0.543E+02 0.108E-02

109 14  1051.2 0.000E+00  96 0.121E-01 0.121E-01 -.959E-04 0.318E+03   0.113 0.543E+02 0.108E-02

109 14  1051.7 0.000E+00  96 0.121E-01 0.121E-01 -.958E-04 0.318E+03   0.113 0.543E+02 0.108E-02

109 14  1052.2 0.000E+00  96 0.121E-01 0.121E-01 -.958E-04 0.318E+03   0.113 0.543E+02 0.108E-02

109 14  1053.0 0.000E+00  96 0.121E-01 0.121E-01 -.958E-04 0.318E+03   0.113 0.543E+02 0.108E-02

109 14  1053.8 0.000E+00  96 0.121E-01 0.121E-01 -.958E-04 0.318E+03   0.113 0.543E+02 0.108E-02

109 14  1054.9 0.000E+00  96 0.121E-01 0.121E-01 -.957E-04 0.318E+03   0.113 0.543E+02 0.108E-02

109 14  1056.0 0.000E+00  96 0.121E-01 0.121E-01 -.957E-04 0.318E+03   0.113 0.543E+02 0.108E-02

109 14  1057.8 0.000E+00  96 0.121E-01 0.121E-01 -.956E-04 0.318E+03   0.113 0.543E+02 0.108E-02

109 14  1059.5 0.000E+00  96 0.121E-01 0.121E-01 -.955E-04 0.318E+03   0.113 0.543E+02 0.108E-02

109 14  1062.0 0.000E+00  96 0.121E-01 0.121E-01 -.954E-04 0.318E+03   0.113 0.543E+02 0.108E-02

109 14  1064.6 0.000E+00  96 0.121E-01 0.121E-01 -.953E-04 0.318E+03   0.112 0.544E+02 0.108E-02

109 14  1068.4 0.000E+00  96 0.121E-01 0.121E-01 -.952E-04 0.318E+03   0.112 0.544E+02 0.108E-02

109 14  1072.3 0.000E+00  96 0.121E-01 0.120E-01 -.950E-04 0.318E+03   0.112 0.544E+02 0.108E-02

109 14  1078.0 0.000E+00  96 0.120E-01 0.120E-01 -.947E-04 0.318E+03   0.112 0.544E+02 0.108E-02

109 14  1083.8 0.000E+00  96 0.120E-01 0.120E-01 -.944E-04 0.318E+03   0.112 0.544E+02 0.108E-02

109 14  1092.5 0.000E+00  96 0.120E-01 0.120E-01 -.941E-04 0.317E+03   0.112 0.544E+02 0.108E-02

109 14  1101.1 0.000E+00  96 0.120E-01 0.120E-01 -.935E-04 0.317E+03   0.112 0.544E+02 0.108E-02

109 14  1114.1 0.000E+00  96 0.120E-01 0.120E-01 -.929E-04 0.317E+03   0.112 0.544E+02 0.108E-02

109 14  1127.1 0.000E+00  96 0.120E-01 0.119E-01 -.920E-04 0.317E+03   0.112 0.544E+02 0.108E-02

109 14  1146.5 0.000E+00  96 0.119E-01 0.119E-01 -.911E-04 0.317E+03   0.112 0.544E+02 0.108E-02

109 14  1166.0 0.000E+00  96 0.119E-01 0.118E-01 -.896E-04 0.317E+03   0.112 0.544E+02 0.108E-02

109 14  1195.2 0.000E+00  96 0.118E-01 0.117E-01 -.880E-04 0.317E+03   0.112 0.545E+02 0.108E-02

109 14  1224.4 0.000E+00  96 0.117E-01 0.116E-01 -.857E-04 0.317E+03   0.112 0.545E+02 0.108E-02

109 14  1268.2 0.000E+00  96 0.116E-01 0.115E-01 -.833E-04 0.317E+03   0.112 0.545E+02 0.108E-02

109 14  1311.9 0.000E+00  96 0.115E-01 0.113E-01 -.797E-04 0.317E+03   0.112 0.545E+02 0.108E-02

109 14  1377.6 0.000E+00  96 0.113E-01 0.112E-01 -.762E-04 0.317E+03   0.111 0.546E+02 0.108E-02

109 14  1443.3 0.000E+00  96 0.112E-01 0.109E-01 -.714E-04 0.316E+03   0.111 0.546E+02 0.108E-02

109 14  1541.8 0.000E+00  96 0.109E-01 0.107E-01 -.668E-04 0.316E+03   0.111 0.546E+02 0.108E-02

109 14  1640.4 0.000E+00  96 0.107E-01 0.104E-01 -.606E-04 0.316E+03   0.110 0.547E+02 0.108E-02

109 14  1788.2 0.000E+00  96 0.103E-01 0.103E-01 -.601E-04 0.316E+03   0.110 0.547E+02 0.108E-02

day hour dtsum  rainrate node    sso       ss         u        bw        fl      ak        d

109 14     0.0 0.000E+00  96 0.103E-01 0.103E-01 -.596E-04 0.316E+03   0.110 0.547E+02 0.108E-02

109 14    11.8 0.000E+00  96 0.103E-01 0.103E-01 -.591E-04 0.316E+03   0.110 0.547E+02 0.108E-02

109 14    23.7 0.000E+00  96 0.103E-01 0.102E-01 -.585E-04 0.316E+03   0.110 0.547E+02 0.108E-02

109 14    41.5 0.000E+00  96 0.102E-01 0.102E-01 -.578E-04 0.316E+03   0.109 0.547E+02 0.108E-02

109 14    59.2 0.000E+00  96 0.102E-01 0.101E-01 -.568E-04 0.316E+03   0.109 0.547E+02 0.108E-02

109 14    85.9 0.000E+00  96 0.101E-01 0.101E-01 -.559E-04 0.315E+03   0.109 0.547E+02 0.108E-02

109 14   112.5 0.000E+00  96 0.101E-01 0.999E-02 -.545E-04 0.315E+03   0.109 0.547E+02 0.108E-02

109 14   152.5 0.000E+00  96 0.999E-02 0.991E-02 -.532E-04 0.315E+03   0.109 0.548E+02 0.108E-02

109 14   192.5 0.000E+00  96 0.991E-02 0.979E-02 -.514E-04 0.315E+03   0.109 0.548E+02 0.108E-02

109 14   252.4 0.000E+00  96 0.979E-02 0.968E-02 -.498E-04 0.315E+03   0.109 0.548E+02 0.108E-02

109 14   312.4 0.000E+00  96 0.969E-02 0.954E-02 -.475E-04 0.315E+03   0.109 0.548E+02 0.108E-02

109 14   402.3 0.000E+00  96 0.954E-02 0.940E-02 -.456E-04 0.315E+03   0.108 0.548E+02 0.108E-02

109 14   492.3 0.000E+00  96 0.941E-02 0.923E-02 -.431E-04 0.315E+03   0.108 0.549E+02 0.108E-02

109 14   627.2 0.000E+00  96 0.923E-02 0.908E-02 -.411E-04 0.315E+03   0.108 0.549E+02 0.108E-02

109 14   762.1 0.000E+00  96 0.909E-02 0.890E-02 -.387E-04 0.314E+03   0.108 0.550E+02 0.108E-02

109 14   964.4 0.000E+00  96 0.891E-02 0.877E-02 -.372E-04 0.314E+03   0.107 0.550E+02 0.108E-02

109 14  1166.8 0.000E+00  96 0.879E-02 0.864E-02 -.356E-04 0.314E+03   0.107 0.551E+02 0.108E-02

109 14  1470.3 0.000E+00  96 0.868E-02 0.861E-02 -.353E-04 0.313E+03   0.107 0.553E+02 0.108E-02

109 14  1773.9 0.000E+00  96 0.864E-02 0.864E-02 -.358E-04 0.313E+03   0.107 0.554E+02 0.108E-02

day hour dtsum  rainrate node    sso       ss         u        bw        fl      ak        d

109 15     0.0 0.000E+00  96 0.864E-02 0.864E-02 -.358E-04 0.313E+03   0.107 0.555E+02 0.108E-02

109 15    26.1 0.000E+00  96 0.864E-02 0.864E-02 -.358E-04 0.313E+03   0.107 0.555E+02 0.108E-02

109 15    52.3 0.000E+00  96 0.864E-02 0.864E-02 -.358E-04 0.313E+03   0.107 0.555E+02 0.108E-02

109 15    91.5 0.000E+00  96 0.864E-02 0.865E-02 -.359E-04 0.313E+03   0.107 0.555E+02 0.108E-02

109 15   130.7 0.000E+00  96 0.865E-02 0.865E-02 -.359E-04 0.313E+03   0.107 0.555E+02 0.108E-02

109 15   189.5 0.000E+00  96 0.865E-02 0.865E-02 -.360E-04 0.313E+03   0.107 0.556E+02 0.108E-02

109 15   248.3 0.000E+00  96 0.866E-02 0.866E-02 -.362E-04 0.313E+03   0.107 0.556E+02 0.108E-02

109 15   336.5 0.000E+00  96 0.867E-02 0.868E-02 -.364E-04 0.313E+03   0.108 0.557E+02 0.108E-02

109 15   424.6 0.000E+00  96 0.868E-02 0.870E-02 -.366E-04 0.313E+03   0.108 0.557E+02 0.108E-02

109 15   556.9 0.000E+00  96 0.870E-02 0.872E-02 -.370E-04 0.312E+03   0.108 0.558E+02 0.108E-02

109 15   689.2 0.000E+00  96 0.872E-02 0.875E-02 -.374E-04 0.312E+03   0.108 0.559E+02 0.108E-02

109 15   887.7 0.000E+00  96 0.875E-02 0.878E-02 -.380E-04 0.312E+03   0.108 0.560E+02 0.108E-02

109 15  1086.1 0.000E+00  96 0.878E-02 0.884E-02 -.388E-04 0.312E+03   0.108 0.562E+02 0.108E-02

109 15  1383.8 0.000E+00  96 0.884E-02 0.890E-02 -.397E-04 0.311E+03   0.109 0.564E+02 0.108E-02

109 15  1681.4 0.000E+00  96 0.890E-02 0.892E-02 -.401E-04 0.311E+03   0.109 0.566E+02 0.108E-02

day hour dtsum  rainrate node    sso       ss         u        bw        fl      ak        d

109 15     0.0 0.000E+00  96 0.892E-02 0.894E-02 -.405E-04 0.311E+03   0.109 0.567E+02 0.108E-02

109 15   118.6 0.000E+00  96 0.894E-02 0.896E-02 -.408E-04 0.311E+03   0.109 0.567E+02 0.108E-02

109 15   237.1 0.000E+00  96 0.896E-02 0.899E-02 -.413E-04 0.310E+03   0.109 0.568E+02 0.108E-02

109 15   415.0 0.000E+00  96 0.899E-02 0.903E-02 -.419E-04 0.310E+03   0.110 0.570E+02 0.108E-02

109 15   592.8 0.000E+00  96 0.903E-02 0.908E-02 -.427E-04 0.310E+03   0.110 0.571E+02 0.108E-02

109 15   859.6 0.000E+00  96 0.908E-02 0.913E-02 -.436E-04 0.310E+03   0.110 0.573E+02 0.108E-02

109 15  1126.4 0.000E+00  96 0.913E-02 0.920E-02 -.448E-04 0.309E+03   0.110 0.575E+02 0.108E-02

109 15  1526.5 0.000E+00  96 0.921E-02 0.926E-02 -.458E-04 0.309E+03   0.111 0.578E+02 0.108E-02

109 15  1526.5 0.000E+00  95 0.805E-03 0.145E-02 -.154E-06 0.319E+03   0.087 0.503E+02 0.108E-02

day hour dtsum  rainrate node    sso       ss         u        bw        fl      ak        d

109 16     0.0 0.000E+00  96 0.926E-02 0.930E-02 -.467E-04 0.308E+03   0.111 0.581E+02 0.108E-02

109 16     0.0 0.000E+00  95 0.145E-02 0.211E-02 -.474E-06 0.319E+03   0.088 0.504E+02 0.108E-02

109 16   273.5 0.000E+00  96 0.929E-02 0.930E-02 -.468E-04 0.308E+03   0.112 0.583E+02 0.108E-02

109 16   273.5 0.000E+00  95 0.211E-02 0.277E-02 -.108E-05 0.320E+03   0.090 0.504E+02 0.108E-02

109 16   546.9 0.000E+00  96 0.927E-02 0.919E-02 -.454E-04 0.307E+03   0.112 0.585E+02 0.108E-02

109 16   546.9 0.000E+00  95 0.278E-02 0.374E-02 -.263E-05 0.320E+03   0.091 0.504E+02 0.108E-02

109 16   957.1 0.000E+00  96 0.912E-02 0.894E-02 -.420E-04 0.307E+03   0.112 0.588E+02 0.108E-02

109 16   957.1 0.000E+00  95 0.374E-02 0.461E-02 -.495E-05 0.321E+03   0.093 0.504E+02 0.108E-02

109 16  1367.3 0.000E+00  96 0.887E-02 0.860E-02 -.375E-04 0.306E+03   0.112 0.590E+02 0.108E-02

109 16  1367.3 0.000E+00  95 0.462E-02 0.541E-02 -.797E-05 0.321E+03   0.094 0.504E+02 0.108E-02

day hour dtsum  rainrate node    sso       ss         u        bw        fl      ak        d

109 16     0.0 0.000E+00  96 0.852E-02 0.819E-02 -.325E-04 0.305E+03   0.111 0.592E+02 0.108E-02

109 16     0.0 0.000E+00  95 0.542E-02 0.605E-02 -.112E-04 0.322E+03   0.096 0.505E+02 0.108E-02

109 16   432.7 0.000E+00  96 0.817E-02 0.788E-02 -.291E-04 0.305E+03   0.111 0.593E+02 0.108E-02

109 16   432.7 0.000E+00  95 0.606E-02 0.656E-02 -.142E-04 0.322E+03   0.097 0.505E+02 0.108E-02

109 16   865.4 0.000E+00  96 0.790E-02 0.772E-02 -.273E-04 0.304E+03   0.110 0.595E+02 0.108E-02

109 16   865.4 0.000E+00  95 0.657E-02 0.698E-02 -.172E-04 0.323E+03   0.098 0.506E+02 0.108E-02

109 16  1297.2 0.000E+00  96 0.773E-02 0.760E-02 -.261E-04 0.304E+03   0.110 0.597E+02 0.108E-02

109 16  1297.2 0.000E+00  95 0.699E-02 0.734E-02 -.200E-04 0.323E+03   0.099 0.506E+02 0.108E-02

109 16  1729.1 0.000E+00  96 0.761E-02 0.759E-02 -.262E-04 0.304E+03   0.110 0.598E+02 0.108E-02

109 16  1729.1 0.000E+00  95 0.736E-02 0.741E-02 -.206E-04 0.323E+03   0.100 0.507E+02 0.108E-02

day hour dtsum  rainrate node    sso       ss         u        bw        fl      ak        d

109 17     0.0 0.000E+00  96 0.759E-02 0.758E-02 -.260E-04 0.304E+03   0.110 0.599E+02 0.108E-02

109 17     0.0 0.000E+00  95 0.741E-02 0.746E-02 -.211E-04 0.323E+03   0.100 0.507E+02 0.108E-02

109 17    70.9 0.000E+00  96 0.758E-02 0.757E-02 -.260E-04 0.303E+03   0.110 0.599E+02 0.108E-02

109 17    70.9 0.000E+00  95 0.747E-02 0.752E-02 -.215E-04 0.323E+03   0.100 0.507E+02 0.108E-02

109 17   141.8 0.000E+00  96 0.757E-02 0.756E-02 -.259E-04 0.303E+03   0.110 0.599E+02 0.108E-02

109 17   141.8 0.000E+00  95 0.752E-02 0.760E-02 -.222E-04 0.323E+03   0.100 0.507E+02 0.108E-02

109 17   248.2 0.000E+00  96 0.756E-02 0.756E-02 -.259E-04 0.303E+03   0.110 0.600E+02 0.108E-02

109 17   248.2 0.000E+00  95 0.760E-02 0.768E-02 -.229E-04 0.323E+03   0.100 0.507E+02 0.108E-02

109 17   354.6 0.000E+00  96 0.756E-02 0.758E-02 -.262E-04 0.303E+03   0.110 0.600E+02 0.108E-02

109 17   354.6 0.000E+00  95 0.768E-02 0.779E-02 -.240E-04 0.323E+03   0.100 0.507E+02 0.108E-02

109 17   514.1 0.000E+00  96 0.759E-02 0.763E-02 -.267E-04 0.303E+03   0.110 0.601E+02 0.108E-02

109 17   514.1 0.000E+00  95 0.779E-02 0.791E-02 -.252E-04 0.323E+03   0.100 0.508E+02 0.108E-02

109 17   673.7 0.000E+00  96 0.764E-02 0.773E-02 -.278E-04 0.303E+03   0.110 0.602E+02 0.108E-02

109 17   673.7 0.000E+00  95 0.791E-02 0.810E-02 -.270E-04 0.323E+03   0.101 0.508E+02 0.108E-02

109 17   913.0 0.000E+00  96 0.775E-02 0.788E-02 -.295E-04 0.303E+03   0.111 0.604E+02 0.108E-02

109 17   913.0 0.000E+00  95 0.810E-02 0.830E-02 -.290E-04 0.323E+03   0.101 0.509E+02 0.108E-02

109 17  1152.4 0.000E+00  96 0.790E-02 0.814E-02 -.327E-04 0.302E+03   0.111 0.605E+02 0.108E-02

109 17  1152.4 0.000E+00  95 0.830E-02 0.862E-02 -.326E-04 0.323E+03   0.102 0.509E+02 0.108E-02

